,Id,v2a1,rooms,v14a,refrig,v18q,r4h3,r4m3,r4t1,escolari,rez_esc,hhsize,cielorazo,dis,male,female,hogar_adul,hogar_mayor,dependency,edjefe,edjefa,meaneduc,overcrowding,computer,television,area1,area2,age,Target,housesitu,educlevels,marital,rubbish,energy,toilets,floormat,wallmat,roofmat,floorqual,wallqual,roofqual,electric
30,ID_96b1fbc81,100000.0,5,1,1,0,1,1,0,8,0.0,2,1,0,1,0,2,0,no,8,no,9.5,1.0,0,0,1,0,35,4,Rented,Incomplete Acad. Secondary,Married,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Regular,Regular,Public
31,ID_422226730,100000.0,5,1,1,0,1,1,0,11,0.0,2,1,0,0,1,2,0,no,8,no,9.5,1.0,0,0,1,0,28,4,Rented,Complete Acad. Secondary,Married,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Regular,Regular,Public
32,ID_e24d9c3c9,0.0,5,1,1,0,4,1,0,1,0.0,5,1,0,1,0,4,0,.25,11,no,5.25,1.6666666,0,0,1,0,28,4,Own,Incomplete Primary,Single,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic","Socket (wood, zinc, absbesto)",Metal foil/Zinc,Good,Regular,Regular,Public
33,ID_be1c0c929,0.0,5,1,1,0,4,1,0,11,0.0,5,1,0,1,0,4,0,.25,11,no,5.25,1.6666666,0,0,1,0,56,4,Own,Complete Acad. Secondary,Free or coupled union,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic","Socket (wood, zinc, absbesto)",Metal foil/Zinc,Good,Regular,Regular,Public
34,ID_18ffaadc6,0.0,5,1,1,0,4,1,0,6,0.0,5,1,0,1,0,4,0,.25,11,no,5.25,1.6666666,0,0,1,0,30,4,Own,Complete Primary,Single,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic","Socket (wood, zinc, absbesto)",Metal foil/Zinc,Good,Regular,Regular,Public
35,ID_beb36ce09,0.0,5,1,1,0,4,1,0,0,0.0,5,1,0,1,0,4,0,.25,11,no,5.25,1.6666666,0,0,1,0,19,4,Own,None,Single,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic","Socket (wood, zinc, absbesto)",Metal foil/Zinc,Good,Regular,Regular,Public
36,ID_57b05a403,0.0,5,1,1,0,4,1,0,3,0.0,5,1,0,0,1,4,0,.25,11,no,5.25,1.6666666,0,0,1,0,52,4,Own,Incomplete Primary,Free or coupled union,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic","Socket (wood, zinc, absbesto)",Metal foil/Zinc,Good,Regular,Regular,Public
37,ID_01f1e94b3,80000.0,4,1,1,0,2,1,0,6,0.0,3,1,0,0,1,2,0,.5,8,no,7.0,1.5,0,0,1,0,36,4,Rented,Complete Primary,Free or coupled union,Tanker Truck,Gas,Septic Tank,Wood,Wood,Metal foil/Zinc,Bad,Bad,Regular,Public
38,ID_0f01e18e9,80000.0,4,1,1,0,2,1,0,8,0.0,3,1,0,1,0,2,0,.5,8,no,7.0,1.5,0,0,1,0,15,4,Rented,Incomplete Acad. Secondary,Single,Tanker Truck,Gas,Septic Tank,Wood,Wood,Metal foil/Zinc,Bad,Bad,Regular,Public
39,ID_e73a7a162,80000.0,4,1,1,0,2,1,0,8,0.0,3,1,0,1,0,2,0,.5,8,no,7.0,1.5,0,0,1,0,37,4,Rented,Incomplete Acad. Secondary,Free or coupled union,Tanker Truck,Gas,Septic Tank,Wood,Wood,Metal foil/Zinc,Bad,Bad,Regular,Public
40,ID_488b8ac27,90000.0,5,1,1,1,1,1,0,9,0.0,2,1,0,0,1,2,0,no,no,9,11.0,1.0,0,0,1,0,44,4,Rented,Incomplete Acad. Secondary,Separated,Tanker Truck,Gas,Sewer or Cesspool,Wood,Wood,Metal foil/Zinc,Good,Regular,Good,Public
41,ID_1f68e9b45,90000.0,5,1,1,1,1,1,0,13,0.0,2,1,0,1,0,2,0,no,no,9,11.0,1.0,0,0,1,0,24,4,Rented,Undergrad.,Single,Tanker Truck,Gas,Sewer or Cesspool,Wood,Wood,Metal foil/Zinc,Good,Regular,Good,Public
42,ID_e3869ade2,0.0,8,1,1,1,2,1,0,8,0.0,3,1,0,1,0,2,1,2,no,15,15.5,1.0,1,0,1,0,15,4,Own,Incomplete Acad. Secondary,Single,Tanker Truck,Gas,Sewer or Cesspool,Wood,Block/Brick,Fiber cement,Good,Good,Good,Public
43,ID_451a7e35a,0.0,8,1,1,1,2,1,0,15,0.0,3,1,0,0,1,2,1,2,no,15,15.5,1.0,1,0,1,0,76,4,Own,Undergrad.,Widow/er,Tanker Truck,Gas,Sewer or Cesspool,Wood,Block/Brick,Fiber cement,Good,Good,Good,Public
44,ID_cf3c3d7ec,0.0,8,1,1,1,2,1,0,16,0.0,3,1,0,1,0,2,1,2,no,15,15.5,1.0,1,0,1,0,44,4,Own,Undergrad.,Divorced,Tanker Truck,Gas,Sewer or Cesspool,Wood,Block/Brick,Fiber cement,Good,Good,Good,Public
45,ID_feda408ee,0.0,4,1,1,0,1,1,0,17,0.0,2,1,0,1,0,2,2,8,17,no,10.0,1.0,0,0,1,0,69,4,Own,Undergrad.,Divorced,Tanker Truck,Electricity,Sewer or Cesspool,Wood,Wood,Metal foil/Zinc,Regular,Regular,Regular,Public
46,ID_4dd2eaeba,0.0,4,1,1,0,1,1,0,3,0.0,2,1,1,0,1,2,2,8,17,no,10.0,1.0,0,0,1,0,94,4,Own,Incomplete Primary,Widow/er,Tanker Truck,Electricity,Sewer or Cesspool,Wood,Wood,Metal foil/Zinc,Regular,Regular,Regular,Public
47,ID_34d68201f,0.0,5,1,1,1,1,2,1,16,0.0,3,1,0,0,1,2,0,.5,11,no,13.5,1.5,0,0,1,0,45,4,Own,Undergrad.,Married,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Natural Fibers,Metal foil/Zinc,Good,Regular,Regular,Public
48,ID_839160e1d,0.0,5,1,1,1,1,2,1,2,0.0,3,1,0,0,1,2,0,.5,11,no,13.5,1.5,0,0,1,0,8,4,Own,Incomplete Primary,< 10 y/o,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Natural Fibers,Metal foil/Zinc,Good,Regular,Regular,Public
49,ID_340865cda,0.0,5,1,1,1,1,2,1,11,0.0,3,1,0,1,0,2,0,.5,11,no,13.5,1.5,0,0,1,0,48,4,Own,Complete Acad. Secondary,Married,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Natural Fibers,Metal foil/Zinc,Good,Regular,Regular,Public
50,ID_eb1d477b3,120000.0,5,1,1,0,1,3,1,2,0.0,4,1,0,0,1,2,0,yes,11,no,11.0,2.0,0,0,1,0,8,2,Rented,Incomplete Primary,< 10 y/o,Tanker Truck,Gas,Sewer or Cesspool,Cement,Prefabricated/cement,Metal foil/Zinc,Regular,Regular,Good,Public
51,ID_1edc6734e,120000.0,5,1,1,0,1,3,1,11,0.0,4,1,0,0,1,2,0,yes,11,no,11.0,2.0,0,0,1,0,44,2,Rented,Complete Acad. Secondary,Free or coupled union,Tanker Truck,Gas,Sewer or Cesspool,Cement,Prefabricated/cement,Metal foil/Zinc,Regular,Regular,Good,Public
52,ID_68cdfd374,120000.0,5,1,1,0,1,3,1,8,0.0,4,1,0,0,1,2,0,yes,11,no,11.0,2.0,0,0,1,0,14,2,Rented,Incomplete Acad. Secondary,Single,Tanker Truck,Gas,Sewer or Cesspool,Cement,Prefabricated/cement,Metal foil/Zinc,Regular,Regular,Good,Public
53,ID_be0fdb30f,120000.0,5,1,1,0,1,3,1,11,0.0,4,1,0,1,0,2,0,yes,11,no,11.0,2.0,0,0,1,0,42,2,Rented,Complete Acad. Secondary,Free or coupled union,Tanker Truck,Gas,Sewer or Cesspool,Cement,Prefabricated/cement,Metal foil/Zinc,Regular,Regular,Good,Public
54,ID_88d6dc9be,168000.0,5,1,1,0,2,2,1,6,0.0,4,1,0,1,0,2,0,yes,no,7,9.0,1.3333334,0,0,1,0,13,4,Rented,Complete Primary,Single,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
55,ID_e2d67d5bb,168000.0,5,1,1,0,2,2,1,2,1.0,4,1,0,1,0,2,0,yes,no,7,9.0,1.3333334,0,0,1,0,10,4,Rented,Incomplete Primary,Single,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
56,ID_39794350a,168000.0,5,1,1,0,2,2,1,7,0.0,4,1,0,0,1,2,0,yes,no,7,9.0,1.3333334,0,0,1,0,37,4,Rented,Incomplete Acad. Secondary,Separated,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
57,ID_91fc6ef60,168000.0,5,1,1,0,2,2,1,11,0.0,4,1,0,0,1,2,0,yes,no,7,9.0,1.3333334,0,0,1,0,36,4,Rented,Complete Acad. Secondary,Separated,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
58,ID_a0fb0a5c4,40000.0,1,0,0,0,1,0,0,7,0.0,1,1,0,1,0,1,1,8,7,no,7.0,1.0,0,0,1,0,71,2,Rented,Incomplete Acad. Secondary,Single,Tanker Truck,Gas,None,Wood,Wood,Metal foil/Zinc,Good,Good,Good,Public
59,ID_b00eafd98,155000.0,3,1,1,0,1,1,0,14,0.0,2,1,0,0,1,2,0,no,no,14,10.0,2.0,0,1,1,0,30,4,Rented,Undergrad.,Free or coupled union,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
60,ID_332252b98,155000.0,3,1,1,0,1,1,0,6,0.0,2,1,0,1,0,2,0,no,no,14,10.0,2.0,0,1,1,0,29,4,Rented,Complete Primary,Free or coupled union,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
61,ID_1db0ed392,0.0,6,1,1,1,2,1,0,14,0.0,3,1,0,0,1,3,1,.5,no,14,13.0,1.0,1,1,1,0,55,4,Own,Undergrad.,Married,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
62,ID_c70e4a951,0.0,6,1,1,1,2,1,0,11,0.0,3,1,0,1,0,3,1,.5,no,14,13.0,1.0,1,1,1,0,70,4,Own,Complete Acad. Secondary,Married,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
63,ID_f1a8c2996,0.0,6,1,1,1,2,1,0,14,0.0,3,1,0,1,0,3,1,.5,no,14,13.0,1.0,1,1,1,0,26,4,Own,Undergrad.,Single,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
64,ID_6e9d356d7,0.0,6,1,1,0,0,1,0,9,0.0,1,1,0,0,1,1,1,8,no,9,9.0,0.33333334,0,0,1,0,71,2,Own,Incomplete Acad. Secondary,Widow/er,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Wood,Metal foil/Zinc,Regular,Good,Regular,Public
65,ID_5a72ab074,200000.0,3,1,1,0,2,3,2,9,0.0,5,1,0,0,1,3,0,.66666669,9,no,9.0,2.5,0,0,1,0,30,4,Rented,Incomplete Acad. Secondary,Free or coupled union,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Regular,Regular,Regular,Public
66,ID_18e808ee5,200000.0,3,1,1,0,2,3,2,5,0.0,5,1,0,1,0,3,0,.66666669,9,no,9.0,2.5,0,0,1,0,11,4,Rented,Incomplete Primary,Single,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Regular,Regular,Regular,Public
67,ID_bd34e0c6a,200000.0,3,1,1,0,2,3,2,0,0.0,5,1,0,0,1,3,0,.66666669,9,no,9.0,2.5,0,0,1,0,1,4,Rented,None,< 10 y/o,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Regular,Regular,Regular,Public
68,ID_b8802d92d,200000.0,3,1,1,0,2,3,2,9,0.0,5,1,0,1,0,3,0,.66666669,9,no,9.0,2.5,0,0,1,0,29,4,Rented,Incomplete Acad. Secondary,Free or coupled union,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Regular,Regular,Regular,Public
69,ID_5cba5f4d4,200000.0,3,1,1,0,2,3,2,9,0.0,5,1,0,0,1,3,0,.66666669,9,no,9.0,2.5,0,0,1,0,60,4,Rented,Incomplete Acad. Secondary,Single,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Regular,Regular,Regular,Public
70,ID_c5bfe390e,0.0,6,1,1,0,2,2,1,0,0.0,4,1,0,1,0,3,1,yes,15,no,14.0,2.0,1,1,1,0,7,4,Own,None,< 10 y/o,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
71,ID_f70aba49f,0.0,6,1,1,0,2,2,1,15,0.0,4,1,0,0,1,3,1,yes,15,no,14.0,2.0,1,1,1,0,40,4,Own,Undergrad.,Married,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
72,ID_8d1510a53,0.0,6,1,1,0,2,2,1,15,0.0,4,1,0,1,0,3,1,yes,15,no,14.0,2.0,1,1,1,0,45,4,Own,Undergrad.,Married,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
73,ID_c52da52d4,0.0,6,1,1,0,2,2,1,12,0.0,4,1,0,0,1,3,1,yes,15,no,14.0,2.0,1,1,1,0,74,4,Own,Complete Techn. Secondary,Single,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
74,ID_4f75bf2e4,350000.0,6,1,1,1,1,2,0,16,0.0,3,1,0,1,0,2,0,.5,16,no,16.5,1.0,0,1,1,0,57,4,Own/Paying Instllmnts,Undergrad.,Married,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
75,ID_dd93e20ec,350000.0,6,1,1,1,1,2,0,10,0.0,3,1,0,0,1,2,0,.5,16,no,16.5,1.0,0,1,1,0,17,4,Own/Paying Instllmnts,Incomplete Acad. Secondary,Single,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
76,ID_c8f69febe,350000.0,6,1,1,1,1,2,0,17,0.0,3,1,0,0,1,2,0,.5,16,no,16.5,1.0,0,1,1,0,40,4,Own/Paying Instllmnts,Undergrad.,Married,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
77,ID_32e57e6be,270000.0,6,1,1,0,2,1,1,14,0.0,3,1,0,0,1,2,0,.5,no,14,14.0,1.0,1,1,1,0,41,4,Rented,Undergrad.,Free or coupled union,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
78,ID_67204372d,270000.0,6,1,1,0,2,1,1,1,0.0,3,1,0,1,0,2,0,.5,no,14,14.0,1.0,1,1,1,0,8,4,Rented,Incomplete Primary,< 10 y/o,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
79,ID_c946fea9c,270000.0,6,1,1,0,2,1,1,14,0.0,3,1,0,1,0,2,0,.5,no,14,14.0,1.0,1,1,1,0,44,4,Rented,Undergrad.,Free or coupled union,Tanker Truck,Electricity,Sewer or Cesspool,"Mosaic, Ceramic",Block/Brick,Metal foil/Zinc,Good,Good,Good,Public
80,ID_202c0a339,300000.0,7,1,1,1,1,2,0,13,0.0,3,1,0,0,1,3,0,no,no,13,14.333332999999998,0.75,1,1,1,0,60,4,Rented,Undergrad.,Divorced,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic","Socket (wood, zinc, absbesto)",Metal foil/Zinc,Good,Good,Good,Public
81,ID_0f688cf40,300000.0,7,1,1,1,1,2,0,15,0.0,3,1,0,0,1,3,0,no,no,13,14.333332999999998,0.75,1,1,1,0,29,4,Rented,Undergrad.,Single,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic","Socket (wood, zinc, absbesto)",Metal foil/Zinc,Good,Good,Good,Public
82,ID_d7af7b303,300000.0,7,1,1,1,1,2,0,15,0.0,3,1,0,1,0,3,0,no,no,13,14.333332999999998,0.75,1,1,1,0,31,4,Rented,Undergrad.,Single,Tanker Truck,Electricity,Septic Tank,"Mosaic, Ceramic","Socket (wood, zinc, absbesto)",Metal foil/Zinc,Good,Good,Good,Public
